id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,projection_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,21.623969078063965,21.623969078063965,16.947250114753842,0.051975250244140625,0.19407272338867188,0.0,0.3629922866821289,64004608,3.776695780531334,100000,393216,gpu
2,15.04206657409668,15.04206657409668,14.277500100433826,0.0400543212890625,0.09894371032714844,0.0,0.03409385681152344,64004608,4.482900196096319,100000,393216,gpu
3,4.615068435668945,4.615068435668945,4.016416613012552,0.014066696166992188,0.06902217864990234,0.0,0.02002716064453125,64004608,15.935749242903546,100000,393216,gpu
4,4.927992820739746,4.927992820739746,4.144708160310984,0.008940696716308594,0.04601478576660156,0.0,0.012993812561035156,64004608,15.442488475520948,100000,393216,gpu
5,3.6450624465942383,3.6450624465942383,3.1717498786747456,0.010013580322265625,0.05698204040527344,0.0,0.02002716064453125,64004608,20.179588696553555,100000,393216,gpu
6,3.5920143127441406,3.5920143127441406,3.1321251299232244,0.010013580322265625,0.05602836608886719,0.0,0.015020370483398438,64004608,20.43488217904273,100000,393216,gpu
7,2.9969215393066406,2.9969215393066406,2.521374961361289,0.01895427703857422,0.05805492401123047,0.0,0.013947486877441406,64004608,25.38480352221946,100000,393216,gpu
8,3.1479597091674805,3.1479597091674805,2.7912501245737076,0.004887580871582031,0.04506111145019531,0.0,0.010967254638671875,64004608,22.930445192465534,100000,393216,gpu
9,3.2720565795898438,3.2720565795898438,2.8474165592342615,0.007987022399902344,0.047087669372558594,0.0,0.010967254638671875,64004608,22.478132956146176,100000,393216,gpu
10,2.877950668334961,2.877950668334961,2.506125019863248,0.0050067901611328125,0.041961669921875,0.0,0.009059906005859375,64004608,25.53927178121886,100000,393216,gpu
11,3.9319992065429688,3.9319992065429688,3.541375044733286,0.0050067901611328125,0.04291534423828125,0.0,0.008940696716308594,64004608,18.07337748516281,100000,393216,gpu
12,3.4149885177612305,3.4149885177612305,3.0269999988377094,0.0059604644775390625,0.04303455352783203,0.0,0.010013580322265625,64004608,21.14456822747807,100000,393216,gpu
