id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,projection_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,11.517047882080078,11.517047882080078,9.303250117227435,0.0699758529663086,0.12803077697753906,0.0,0.34499168395996094,375901440,40.40538900528094,100000,393216,gpu
2,6.8939924240112305,6.8939924240112305,6.2744999304413795,0.02002716064453125,0.102996826171875,0.0,0.024080276489257812,375901440,59.909386272565825,100000,393216,gpu
3,6.425023078918457,6.425023078918457,5.812541814520955,0.010013580322265625,0.10097026824951172,0.0,0.015020370483398438,375901440,64.67075024921436,100000,393216,gpu
4,3.2079219818115234,3.2079219818115234,2.7029584161937237,0.0069141387939453125,0.09703636169433594,0.0,0.010013580322265625,375901440,139.07037479671638,100000,393216,gpu
5,3.455996513366699,3.455996513366699,2.942791674286127,0.007033348083496094,0.09799003601074219,0.0,0.010013580322265625,375901440,127.73634072863399,100000,393216,gpu
6,4.662036895751953,4.662036895751953,4.254249855875969,0.0050067901611328125,0.09894371032714844,0.0,0.009059906005859375,375901440,88.35904160184785,100000,393216,gpu
7,3.345012664794922,3.345012664794922,2.83912499435246,0.0040531158447265625,0.10001659393310547,0.0,0.007033348083496094,375901440,132.4004546287102,100000,393216,gpu
8,3.2030344009399414,3.2030344009399414,2.808250021189451,0.003933906555175781,0.1010894775390625,0.0,0.0069141387939453125,375901440,133.85611578871624,100000,393216,gpu
9,3.473997116088867,3.473997116088867,3.0807501170784235,0.0040531158447265625,0.10097026824951172,0.0,0.0059604644775390625,375901440,122.01620570138279,100000,393216,gpu
10,3.5060644149780273,3.5060644149780273,3.1277500092983246,0.0040531158447265625,0.09894371032714844,0.0,0.0059604644775390625,375901440,120.18269966669403,100000,393216,gpu
