id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,projection_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,1742.6038980484009,1742.6038980484009,11.987375095486641,0.0,1727.5420427322388,0.1119375228881836,0.3790855407714844,54400000,4.538107764766793,100000,393216,cpu
2,1485.7219457626343,1485.7219457626343,10.813124943524599,0.0,1473.397970199585,0.06210803985595703,0.07295608520507812,54400000,5.03092309430654,100000,393216,cpu
3,1657.3259830474854,1657.3259830474854,10.370624950155616,0.0,1639.9561166763306,0.18298625946044922,0.13589859008789062,54400000,5.245585513068208,100000,393216,cpu
4,1519.5239782333374,1519.5239782333374,8.102750172838569,0.0,1509.0670585632324,0.05996227264404297,0.10001659393310547,54400000,6.713769873142035,100000,393216,cpu
5,2176.440954208374,2176.440954208374,10.714916745200753,0.0,2163.0280017852783,0.04494190216064453,0.05698204040527344,54400000,5.07703431520977,100000,393216,cpu
6,2029.3760299682617,2029.3760299682617,4.300124943256378,0.0,2022.9469537734985,0.04792213439941406,0.04506111145019531,54400000,12.65079520196551,100000,393216,cpu
7,1916.2800312042236,1916.2800312042236,12.198583222925663,0.0,1900.3039598464966,0.048041343688964844,0.28896331787109375,54400000,4.459534275895435,100000,393216,cpu
8,1973.1780290603638,1973.1780290603638,12.370500015094876,0.0,1959.0129852294922,0.09000301361083984,0.08392333984375,54400000,4.3975587028510885,100000,393216,cpu
9,2268.808960914612,2268.808960914612,16.238499898463488,0.0,2249.7700452804565,0.048995018005371094,0.06198883056640625,54400000,3.3500631425411047,100000,393216,cpu
10,2516.99697971344,2516.99697971344,15.592625131830573,0.0,2498.9700317382812,0.051021575927734375,0.06699562072753906,54400000,3.488828823887299,100000,393216,cpu
