id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,73.37701320648193,73.37701320648193,28.429458383470774,0.0,43.68996620178223,0.39207935333251953,179306496,6.307066901571749,393216,393216,unsorted
2,82.40997791290283,82.40997791290283,14.346125070005655,0.0,43.31004619598389,0.030040740966796875,179306496,12.498601198931922,393216,393216,unsorted
3,59.74698066711426,59.74698066711426,15.330875059589744,0.0,43.64502429962158,0.02288818359375,179306496,11.695777005751573,393216,393216,unsorted
4,11.379003524780273,11.379003524780273,10.949625167995691,0.0,0.0,0.0209808349609375,179306496,16.37558302215579,393216,393216,unsorted
5,11.376023292541504,11.376023292541504,10.850500082597136,0.0,0.0,0.012993812561035156,179306496,16.525182676841364,393216,393216,unsorted
6,8.363008499145508,8.363008499145508,7.908124942332506,0.0,0.00095367431640625,0.01800060272216797,179306496,22.67370550004404,393216,393216,unsorted
7,9.119987487792969,9.119033813476562,8.794041583314538,0.0,0.0,0.011920928955078125,179306496,20.389543795222547,393216,393216,unsorted
8,10.972023010253906,10.972023010253906,10.47025015577674,0.0,0.0,0.014066696166992188,179306496,17.12533065898826,393216,393216,unsorted
9,10.843992233276367,10.843992233276367,10.473208269104362,0.0,0.0,0.013947486877441406,179306496,17.12049368185951,393216,393216,unsorted
10,12.068033218383789,12.068033218383789,11.656708316877484,0.0,0.0010728836059570312,0.014901161193847656,179306496,15.38225810629457,393216,393216,unsorted
11,13.805985450744629,13.805985450744629,13.48795834928751,0.0,0.0,0.012993812561035156,179306496,13.293820410519855,393216,393216,unsorted
12,14.41800594329834,14.41800594329834,14.093500096350908,0.0,0.0,0.015020370483398438,179306496,12.722637724778252,393216,393216,unsorted
